ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5327	"ENSG00000242802"	"AP5Z1"	chr7	+	4789831	4790591	4789831	4789929	4790213	4790591
5328	"ENSG00000242802"	"AP5Z1"	chr7	+	4789831	4790591	4789831	4789929	4790388	4790591
5329	"ENSG00000242802"	"AP5Z1"	chr7	+	4789831	4790591	4789831	4789929	4790458	4790591
5330	"ENSG00000136247"	"ZDHHC4"	chr7	+	6577433	6577720	6577433	6577498	6577589	6577720
5331	"ENSG00000164631"	"ZNF12"	chr7	-	6688432	6692703	6688432	6692487	6692601	6692703
5332	"ENSG00000169402"	"RSPH10B2"	chr7	+	6754116	6754509	6754116	6754277	6754456	6754509
5333	"ENSG00000169402"	"RSPH10B2"	chr7	+	6757356	6757931	6757356	6757476	6757592	6757931
5334	"ENSG00000269332"	"GOLGA2P9"	chr19	+	22601359	22602038	22601359	22601475	22601963	22602038
5335	"ENSG00000089820"	"ARHGAP4"	chrX	-	153910170	153910611	153910170	153910404	153910505	153910611
5336	"ENSG00000089820"	"ARHGAP4"	chrX	-	153913217	153913600	153913217	153913302	153913408	153913600
5337	"ENSG00000167380"	"ZNF226"	chr19	+	44165587	44165807	44165587	44165613	44165756	44165807
5338	"ENSG00000214021"	"TTLL3"	chr3	+	9817644	9818920	9817644	9817759	9818554	9818920
5339	"ENSG00000214021"	"TTLL3"	chr3	+	9817644	9818920	9817644	9817759	9818821	9818920
5340	"ENSG00000214021"	"TTLL3"	chr3	+	9817644	9820741	9817644	9817759	9820545	9820741
5341	"ENSG00000214021"	"TTLL3"	chr3	+	9817644	9820741	9817644	9818920	9820545	9820741
5342	"ENSG00000214021"	"TTLL3"	chr3	+	9826996	9827240	9826996	9827072	9827214	9827240
5343	"ENSG00000214021"	"TTLL3"	chr3	+	9834680	9835404	9834680	9834907	9835093	9835404
5344	"ENSG00000148600"	"CDHR1"	chr10	+	84219078	84219621	84219078	84219092	84219343	84219621
5345	"ENSG00000123505"	"AMD1"	chr6	+	110892298	110892827	110892298	110892443	110892734	110892827
5346	"ENSG00000115677"	"HDLBP"	chr2	-	241235120	241235594	241235120	241235255	241235489	241235594
5347	"ENSG00000115677"	"HDLBP"	chr2	-	241235120	241235594	241235120	241235275	241235489	241235594
5348	"ENSG00000115677"	"HDLBP"	chr2	-	241268953	241269295	241268953	241269105	241269200	241269295
5349	"ENSG00000115677"	"HDLBP"	chr2	-	241268953	241269295	241268953	241269105	241269205	241269295
5350	"ENSG00000164620"	"RELL2"	chr5	+	141636949	141638409	141636949	141637741	141638169	141638409
5351	"ENSG00000265681"	"RPL17"	chr18	-	49491531	49491833	49491531	49491584	49491735	49491833
5352	"ENSG00000265681"	"RPL17"	chr18	-	49491531	49491833	49491531	49491584	49491745	49491833
5353	"ENSG00000168137"	"SETD5"	chr3	+	9474448	9475156	9474448	9474582	9475067	9475156
5354	"ENSG00000105877"	"DNAH11"	chr7	+	21894622	21894999	21894622	21894805	21894883	21894999
5355	"ENSG00000136244"	"IL6"	chr7	+	22727199	22727634	22727199	22727281	22727443	22727634
5356	"ENSG00000204257"	"HLA-DMA"	chr6	-	32949610	32950803	32949610	32949787	32950518	32950803
5357	"ENSG00000204257"	"HLA-DMA"	chr6	-	32949610	32950803	32949610	32949889	32950518	32950803
5358	"ENSG00000172324"	"OR5A2"	chr11	-	59416968	59426412	59416968	59423044	59426170	59426412
5359	"ENSG00000172324"	"OR5A2"	chr11	-	59416968	59426412	59416968	59423381	59426170	59426412
5360	"ENSG00000001631"	"KRIT1"	chr7	-	92235402	92236542	92235402	92235646	92236412	92236542
5361	"ENSG00000196335"	"STK31"	chr7	+	23771004	23772278	23771004	23771124	23772146	23772278
5362	"ENSG00000254401"	"LINC02752"	chr11	+	11182326	11183251	11182326	11182701	11183009	11183251
5363	"ENSG00000164970"	"FAM219A"	chr9	-	34398183	34401122	34398183	34398344	34401027	34401122
5364	"ENSG00000253552"	"HOXA-AS2"	chr7	+	27123459	27124610	27123459	27123638	27124330	27124610
5365	"ENSG00000003436"	"TFPI"	chr2	-	187484123	187484987	187484123	187484216	187484810	187484987
5366	"ENSG00000184307"	"ZDHHC23"	chr3	+	113948685	113948963	113948685	113948734	113948819	113948963
5367	"ENSG00000184307"	"ZDHHC23"	chr3	+	113958362	113962978	113958362	113958538	113961051	113962978
5368	"ENSG00000109339"	"MAPK10"	chr4	-	86098420	86101217	86098420	86098448	86101051	86101217
5369	"ENSG00000109339"	"MAPK10"	chr4	-	86098420	86101217	86098420	86098595	86101051	86101217
5370	"ENSG00000109339"	"MAPK10"	chr4	-	86098523	86101217	86098523	86099285	86101051	86101217
5371	"ENSG00000109339"	"MAPK10"	chr4	-	86359657	86360060	86359657	86359762	86359999	86360060
5372	"ENSG00000109339"	"MAPK10"	chr4	-	86359657	86360083	86359657	86359745	86359999	86360083
5373	"ENSG00000272568"	"AC005162.2"	chr7	+	29000968	29001055	29000968	29001030	29001042	29001055
5374	"ENSG00000188517"	"COL25A1"	chr4	-	108810720	108813929	108810720	108812256	108812703	108813929
5375	"ENSG00000188517"	"COL25A1"	chr4	-	109301722	109302367	109301722	109302075	109302302	109302367
5376	"ENSG00000104915"	"STX10"	chr19	-	13144061	13144671	13144061	13144139	13144576	13144671
5377	"ENSG00000104915"	"STX10"	chr19	-	13144061	13144671	13144061	13144486	13144576	13144671
5378	"ENSG00000240583"	"AQP1"	chr7	+	30923449	30925517	30923449	30923653	30925018	30925517
5379	"ENSG00000127824"	"TUBA4A"	chr2	-	219251193	219251713	219251193	219251323	219251564	219251713
5380	"ENSG00000197958"	"RPL12"	chr9	-	127449609	127451405	127449609	127449708	127451049	127451405
5381	"ENSG00000241973"	"PI4KA"	chr22	-	20712692	20713390	20712692	20712797	20713280	20713390
5382	"ENSG00000241973"	"PI4KA"	chr22	-	20733735	20734194	20733735	20733843	20734042	20734194
5383	"ENSG00000122557"	"HERPUD2"	chr7	-	35694183	35695135	35694183	35694627	35694800	35695135
5384	"ENSG00000122545"	"SEPTIN7"	chr7	+	35898247	35903215	35898247	35898383	35903075	35903215
5385	"ENSG00000122547"	"EEPD1"	chr7	+	36154132	36155202	36154132	36154161	36154220	36155202
5386	"ENSG00000106327"	"TFR2"	chr7	-	100627263	100627661	100627263	100627491	100627576	100627661
5387	"ENSG00000106327"	"TFR2"	chr7	-	100628072	100628306	100628072	100628136	100628223	100628306
5388	"ENSG00000120314"	"WDR55"	chr5	+	140668233	140668502	140668233	140668334	140668414	140668502
5389	"ENSG00000120314"	"WDR55"	chr5	+	140668890	140669248	140668890	140668990	140669078	140669248
5390	"ENSG00000267605"	"AC016590.1"	chr19	-	37266813	37267611	37266813	37266983	37267217	37267611
5391	"ENSG00000237159"	"CNTFR-AS1"	chr9	+	34569511	34571022	34569511	34569616	34569971	34571022
5392	"ENSG00000237159"	"CNTFR-AS1"	chr9	+	34569511	34571022	34569511	34569616	34570015	34571022
5393	"ENSG00000188185"	"LINC00265"	chr7	+	39780502	39781885	39780502	39780624	39781743	39781885
5394	"ENSG00000185164"	"NOMO2"	chr16	-	18499924	18500567	18499924	18500108	18500439	18500567
5395	"ENSG00000062582"	"MRPS24"	chr7	-	43869307	43869517	43869307	43869376	43869456	43869517
5396	"ENSG00000106631"	"MYL7"	chr7	-	44140960	44141332	44140960	44141074	44141302	44141332
5397	"ENSG00000141258"	"SGSM2"	chr17	+	2362837	2363134	2362837	2362905	2362988	2363134
5398	"ENSG00000058404"	"CAMK2B"	chr7	-	44220615	44220901	44220615	44220632	44220825	44220901
5399	"ENSG00000058404"	"CAMK2B"	chr7	-	44220615	44220901	44220615	44220710	44220825	44220901
5400	"ENSG00000136271"	"DDX56"	chr7	-	44573582	44573925	44573582	44573744	44573835	44573925
5401	"ENSG00000122515"	"ZMIZ2"	chr7	+	44761448	44761905	44761448	44761593	44761694	44761905
5402	"ENSG00000136286"	"MYO1G"	chr7	-	44962969	44964162	44962969	44963124	44964048	44964162
5403	"ENSG00000136286"	"MYO1G"	chr7	-	44966072	44966838	44966072	44966280	44966671	44966838
5404	"ENSG00000136286"	"MYO1G"	chr7	-	44968522	44969875	44968522	44969483	44969704	44969875
5405	"ENSG00000136286"	"MYO1G"	chr7	-	44972114	44975227	44972114	44972225	44975173	44975227
5406	"ENSG00000136286"	"MYO1G"	chr7	-	44972114	44975227	44972114	44972274	44975173	44975227
5407	"ENSG00000095015"	"MAP3K1"	chr5	+	56887377	56888357	56887377	56887520	56888225	56888357
5408	"ENSG00000267673"	"FDX2"	chr19	-	10315385	10315759	10315385	10315492	10315704	10315759
5409	"ENSG00000136205"	"TNS3"	chr7	-	47275153	47280190	47275153	47278220	47280163	47280190
5410	"ENSG00000186474"	"KLK12"	chr19	-	51029093	51029457	51029093	51029212	51029341	51029457
5411	"ENSG00000172638"	"EFEMP2"	chr11	-	65866440	65867079	65866440	65866712	65866844	65867079
5412	"ENSG00000172638"	"EFEMP2"	chr11	-	65870120	65870658	65870120	65870237	65870535	65870658
5413	"ENSG00000112592"	"TBP"	chr6	+	170561790	170562233	170561790	170561910	170562063	170562233
5414	"ENSG00000205628"	"LINC01446"	chr7	-	53770079	53771607	53770079	53770712	53771433	53771607
5415	"ENSG00000205628"	"LINC01446"	chr7	-	53811507	53811931	53811507	53811574	53811659	53811931
5416	"ENSG00000205628"	"LINC01446"	chr7	-	53811507	53811942	53811507	53811571	53811659	53811942
5417	"ENSG00000110497"	"AMBRA1"	chr11	-	46541944	46543398	46541944	46542981	46543251	46543398
5418	"ENSG00000164054"	"SHISA5"	chr3	-	48467875	48469573	48467875	48468217	48469360	48469573
5419	"ENSG00000164054"	"SHISA5"	chr3	-	48467875	48469573	48467875	48469186	48469360	48469573
5420	"ENSG00000164054"	"SHISA5"	chr3	-	48469360	48469573	48469360	48469450	48469451	48469573
5421	"ENSG00000164054"	"SHISA5"	chr3	-	48469360	48469843	48469360	48469573	48469727	48469843
5422	"ENSG00000156239"	"N6AMT1"	chr21	-	28872190	28876491	28872190	28872739	28876311	28876491
5423	"ENSG00000204616"	"TRIM31"	chr6	-	30102896	30103789	30102896	30103245	30103471	30103789
5424	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136365217	136364482	136364559	136365140	136365217
5425	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136366845	136364482	136365217	136366799	136366845
5426	"ENSG00000187796"	"CARD9"	chr9	-	136367215	136367976	136367215	136367257	136367636	136367976
5427	"ENSG00000181090"	"EHMT1"	chr9	+	137817438	137818138	137817438	137817525	137818059	137818138
5428	"ENSG00000160856"	"FCRL3"	chr1	-	157676480	157678856	157676480	157676768	157678594	157678856
5429	"ENSG00000160856"	"FCRL3"	chr1	-	157676480	157678856	157676480	157676768	157678742	157678856
5430	"ENSG00000160856"	"FCRL3"	chr1	-	157697139	157697919	157697139	157697329	157697658	157697919
5431	"ENSG00000160856"	"FCRL3"	chr1	-	157697139	157697919	157697139	157697424	157697658	157697919
5432	"ENSG00000260653"	"AC237221.1"	chr7	+	57418627	57419532	57418627	57418767	57418874	57419532
5433	"ENSG00000179406"	"LINC00174"	chr7	-	66491030	66491471	66491030	66491239	66491349	66491471
5434	"ENSG00000249267"	"LINC00939"	chr12	-	125961741	125963083	125961741	125961981	125963010	125963083
5435	"ENSG00000249267"	"LINC00939"	chr12	-	125966199	125967342	125966199	125966908	125967193	125967342
5436	"ENSG00000235621"	"LINC00494"	chr20	+	48365872	48367162	48365872	48366007	48366473	48367162
5437	"ENSG00000235621"	"LINC00494"	chr20	+	48366473	48367059	48366473	48366633	48366735	48367059
5438	"ENSG00000198753"	"PLXNB3"	chrX	+	153777527	153778095	153777527	153777688	153777947	153778095
5439	"ENSG00000198874"	"TYW1"	chr7	+	67067284	67067403	67067284	67067334	67067335	67067403
5440	"ENSG00000230358"	"SPDYE21P"	chr7	+	67286043	67286437	67286043	67286265	67286337	67286437
5441	"ENSG00000171777"	"RASGRP4"	chr19	-	38409057	38410096	38409057	38409370	38409954	38410096
5442	"ENSG00000171777"	"RASGRP4"	chr19	-	38411114	38411381	38411114	38411249	38411344	38411381
5443	"ENSG00000171777"	"RASGRP4"	chr19	-	38412930	38413297	38412930	38413049	38413192	38413297
5444	"ENSG00000171777"	"RASGRP4"	chr19	-	38419859	38420262	38419859	38419971	38420130	38420262
5445	"ENSG00000171777"	"RASGRP4"	chr19	-	38419859	38420262	38419859	38420013	38420130	38420262
5446	"ENSG00000139641"	"ESYT1"	chr12	+	56131039	56131316	56131039	56131113	56131243	56131316
5447	"ENSG00000161010"	"MRNIP"	chr5	-	179837275	179840959	179837275	179837885	179840871	179840959
5448	"ENSG00000161010"	"MRNIP"	chr5	-	179853196	179853437	179853196	179853276	179853377	179853437
5449	"ENSG00000130305"	"NSUN5"	chr7	-	73307582	73308553	73307582	73307643	73308430	73308553
5450	"ENSG00000130305"	"NSUN5"	chr7	-	73307582	73308553	73307582	73307757	73308430	73308553
5451	"ENSG00000087274"	"ADD1"	chr4	+	2904763	2905015	2904763	2904777	2904919	2905015
5452	"ENSG00000087274"	"ADD1"	chr4	+	2908514	2909431	2908514	2908604	2909338	2909431
5453	"ENSG00000009950"	"MLXIPL"	chr7	-	73593201	73594403	73593201	73593983	73594273	73594403
5454	"ENSG00000009950"	"MLXIPL"	chr7	-	73596363	73596789	73596363	73596479	73596638	73596789
5455	"ENSG00000071462"	"BUD23"	chr7	+	73692595	73693414	73692595	73692646	73693328	73693414
5456	"ENSG00000281128"	"PTENP1-AS"	chr9	+	33678089	33681073	33678089	33678287	33680893	33681073
5457	"ENSG00000106077"	"ABHD11"	chr7	-	73737220	73737735	73737220	73737360	73737561	73737735
5458	"ENSG00000106077"	"ABHD11"	chr7	-	73737220	73737735	73737220	73737391	73737561	73737735
5459	"ENSG00000223705"	"NSUN5P1"	chr7	+	75412788	75415023	75412788	75412932	75414884	75415023
5460	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75415980	75416191
5461	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415778	75415980	75416191
5462	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75416102	75416191
5463	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415778	75416102	75416191
5464	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415980	75416191	75415980	75416030	75416102	75416191
5465	"ENSG00000146707"	"POMZP3"	chr7	-	76618182	76618615	76618182	76618300	76618496	76618615
5466	"ENSG00000231183"	"AC007003.1"	chr7	+	76902479	76903112	76902479	76902779	76902996	76903112
5467	"ENSG00000186088"	"GSAP"	chr7	-	77329332	77330367	77329332	77329391	77330238	77330367
5468	"ENSG00000126883"	"NUP214"	chr9	+	131233453	131233704	131233453	131233501	131233562	131233704
5469	"ENSG00000187391"	"MAGI2"	chr7	-	78255942	78256581	78255942	78256158	78256247	78256581
5470	"ENSG00000067596"	"DHX8"	chr17	+	43517166	43520267	43517166	43517322	43520129	43520267
5471	"ENSG00000234456"	"MAGI2-AS3"	chr7	+	79458846	79459640	79458846	79458999	79459535	79459640
5472	"ENSG00000204371"	"EHMT2"	chr6	-	31884391	31884799	31884391	31884559	31884644	31884799
5473	"ENSG00000135218"	"CD36"	chr7	+	80669952	80671164	80669952	80670022	80670976	80671164
5474	"ENSG00000184163"	"C1QTNF12"	chr1	-	1243953	1244275	1243953	1244105	1244190	1244275
5475	"ENSG00000019991"	"HGF"	chr7	-	81755120	81757303	81755120	81756063	81757188	81757303
5476	"ENSG00000157214"	"STEAP2"	chr7	+	90232336	90237631	90232336	90232484	90236890	90237631
5477	"ENSG00000176454"	"LPCAT4"	chr15	-	34359588	34360209	34359588	34359745	34360110	34360209
5478	"ENSG00000176454"	"LPCAT4"	chr15	-	34364193	34364306	34364193	34364224	34364225	34364306
5479	"ENSG00000000971"	"CFH"	chr1	+	196740618	196742051	196740618	196740792	196741874	196742051
5480	"ENSG00000127914"	"AKAP9"	chr7	+	92040673	92041781	92040673	92040856	92040858	92041781
5481	"ENSG00000127980"	"PEX1"	chr7	-	92492952	92494396	92492952	92493129	92494292	92494396
5482	"ENSG00000127980"	"PEX1"	chr7	-	92501506	92502079	92501506	92501673	92501889	92502079
5483	"ENSG00000234545"	"FAM133B"	chr7	-	92577654	92578182	92577654	92577676	92578149	92578182
5484	"ENSG00000234545"	"FAM133B"	chr7	-	92577654	92578182	92577654	92577717	92578149	92578182
5485	"ENSG00000164692"	"COL1A2"	chr7	+	94426422	94427061	94426422	94426530	94427007	94427061
5486	"ENSG00000164692"	"COL1A2"	chr7	+	94427187	94427885	94427187	94427295	94427626	94427885
5487	"ENSG00000216490"	"IFI30"	chr19	+	18177139	18177764	18177139	18177292	18177710	18177764
5488	"ENSG00000198556"	"ZNF789"	chr7	+	99478273	99482326	99478273	99478356	99479660	99482326
5489	"ENSG00000106258"	"CYP3A5"	chr7	-	99662815	99664095	99662815	99662882	99663967	99664095
5490	"ENSG00000106258"	"CYP3A5"	chr7	-	99672579	99672915	99672579	99672679	99672783	99672915
5491	"ENSG00000106258"	"CYP3A5"	chr7	-	99672579	99672915	99672579	99672698	99672783	99672915
5492	"ENSG00000106258"	"CYP3A5"	chr7	-	99676114	99676576	99676114	99676208	99676316	99676576
5493	"ENSG00000021461"	"CYP3A43"	chr7	+	99847487	99848254	99847487	99847601	99848165	99848254
5494	"ENSG00000021461"	"CYP3A43"	chr7	+	99847487	99848254	99847487	99847614	99848165	99848254
5495	"ENSG00000021461"	"CYP3A43"	chr7	+	99847487	99848254	99847487	99847659	99848165	99848254
5496	"ENSG00000283503"	"LINC01902"	chr18	+	39870829	39875941	39870829	39870968	39875464	39875941
5497	"ENSG00000283503"	"LINC01902"	chr18	+	39870829	39876450	39870829	39870968	39876387	39876450
5498	"ENSG00000283503"	"LINC01902"	chr18	+	39870829	39876450	39870829	39875941	39876387	39876450
5499	"ENSG00000168090"	"COPS6"	chr7	+	100090591	100091152	100090591	100090654	100091037	100091152
5500	"ENSG00000121716"	"PILRB"	chr7	+	100352563	100353123	100352563	100352914	100352996	100353123
5501	"ENSG00000121716"	"PILRB"	chr7	+	100353372	100354012	100353372	100353483	100353894	100354012
5502	"ENSG00000147535"	"PLPP5"	chr8	-	38267896	38268990	38267896	38267960	38268881	38268990
5503	"ENSG00000160813"	"PPP1R35"	chr7	-	100435630	100436064	100435630	100435767	100435847	100436064
5504	"ENSG00000077454"	"LRCH4"	chr7	-	100576693	100577005	100576693	100576777	100576901	100577005
5505	"ENSG00000077454"	"LRCH4"	chr7	-	100577085	100577389	100577085	100577154	100577272	100577389
5506	"ENSG00000132640"	"BTBD3"	chr20	+	11917777	11918601	11917777	11918011	11918333	11918601
5507	"ENSG00000172354"	"GNB2"	chr7	+	100676692	100677415	100676692	100676799	100677351	100677415
5508	"ENSG00000172354"	"GNB2"	chr7	+	100677497	100677818	100677497	100677660	100677751	100677818
5509	"ENSG00000065000"	"AP3D1"	chr19	-	2109085	2109958	2109085	2109125	2109872	2109958
5510	"ENSG00000065000"	"AP3D1"	chr19	-	2109085	2109958	2109085	2109207	2109872	2109958
5511	"ENSG00000065000"	"AP3D1"	chr19	-	2112859	2113413	2112859	2112931	2113335	2113413
5512	"ENSG00000065000"	"AP3D1"	chr19	-	2112859	2113413	2112859	2112967	2113335	2113413
5513	"ENSG00000087077"	"TRIP6"	chr7	+	100870369	100870743	100870369	100870463	100870573	100870743
5514	"ENSG00000197363"	"ZNF517"	chr8	+	144802869	144804238	144802869	144802947	144804124	144804238
5515	"ENSG00000255036"	"STRA6LP"	chr9	+	97362195	97362441	97362195	97362251	97362362	97362441
5516	"ENSG00000172551"	"MUCL1"	chr12	+	54856769	54856892	54856769	54856808	54856838	54856892
5517	"ENSG00000128581"	"IFT22"	chr7	-	101318123	101319032	101318123	101318213	101318955	101319032
5518	"ENSG00000111667"	"USP5"	chr12	+	6863829	6864195	6863829	6863973	6864049	6864195
5519	"ENSG00000161036"	"LRWD1"	chr7	+	102465531	102466051	102465531	102465627	102465816	102466051
5520	"ENSG00000168255"	"POLR2J3"	chr7	-	102566996	102568184	102566996	102567083	102568009	102568184
5521	"ENSG00000113013"	"HSPA9"	chr5	-	138556773	138557496	138556773	138556866	138557401	138557496
5522	"ENSG00000184144"	"CNTN2"	chr1	+	205058180	205058663	205058180	205058356	205058567	205058663
5523	"ENSG00000184144"	"CNTN2"	chr1	+	205058180	205059293	205058180	205058663	205059083	205059293
5524	"ENSG00000184144"	"CNTN2"	chr1	+	205071946	205073236	205071946	205072133	205072482	205073236
5525	"ENSG00000184144"	"CNTN2"	chr1	+	205072482	205073236	205072482	205072595	205073067	205073236
5526	"ENSG00000184144"	"CNTN2"	chr1	+	205073655	205074944	205073655	205073841	205074096	205074944
5527	"ENSG00000169660"	"HEXD"	chr17	+	82436666	82437363	82436666	82436738	82437167	82437363
5528	"ENSG00000169660"	"HEXD"	chr17	+	82439630	82440334	82439630	82439713	82440262	82440334
5529	"ENSG00000169660"	"HEXD"	chr17	+	82440996	82441266	82440996	82441070	82441152	82441266
5530	"ENSG00000169660"	"HEXD"	chr17	+	82440996	82441266	82440996	82441070	82441164	82441266
5531	"ENSG00000169660"	"HEXD"	chr17	+	82440996	82441266	82440996	82441075	82441164	82441266
5532	"ENSG00000170632"	"ARMC10"	chr7	+	103083681	103084062	103083681	103083830	103084029	103084062
5533	"ENSG00000160949"	"TONSL"	chr8	-	144432284	144433759	144432284	144432460	144433587	144433759
5534	"ENSG00000160949"	"TONSL"	chr8	-	144438652	144438735	144438652	144438664	144438665	144438735
5535	"ENSG00000160949"	"TONSL"	chr8	-	144440350	144440476	144440350	144440429	144440431	144440476
5536	"ENSG00000160949"	"TONSL"	chr8	-	144440965	144441111	144440965	144441106	144441107	144441111
5537	"ENSG00000161048"	"NAPEPLD"	chr7	-	103099775	103103554	103099775	103103122	103103423	103103554
5538	"ENSG00000181513"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136499	45136776
5539	"ENSG00000181513"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136691	45136776
5540	"ENSG00000181513"	"ACBD4"	chr17	+	45136499	45136776	45136499	45136620	45136691	45136776
5541	"ENSG00000145191"	"EIF2B5"	chr3	+	184136611	184137805	184136611	184136736	184137619	184137805
5542	"ENSG00000145191"	"EIF2B5"	chr3	+	184137619	184138075	184137619	184137805	184137873	184138075
5543	"ENSG00000145191"	"EIF2B5"	chr3	+	184137619	184138075	184137619	184137805	184137897	184138075
5544	"ENSG00000145191"	"EIF2B5"	chr3	+	184140079	184140730	184140079	184140157	184140417	184140730
5545	"ENSG00000145191"	"EIF2B5"	chr3	+	184140079	184140730	184140079	184140221	184140417	184140730
5546	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184143565	184143051	184143142	184143430	184143565
5547	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184143565	184143051	184143142	184143441	184143565
5548	"ENSG00000145191"	"EIF2B5"	chr3	+	184143441	184144224	184143441	184143565	184144078	184144224
5549	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224
5550	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143565	184144098	184144224
5551	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144127	184144224
5552	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143565	184144127	184144224
5553	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144707	184143051	184143565	184144596	184144707
5554	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144707	184143051	184144224	184144596	184144707
5555	"ENSG00000145191"	"EIF2B5"	chr3	+	184144596	184145292	184144596	184144707	184144883	184145292
5556	"ENSG00000101574"	"METTL4"	chr18	-	2552694	2555038	2552694	2552764	2554668	2555038
5557	"ENSG00000288558"	"DUS4L-BCAP29"	chr7	+	107563970	107564676	107563970	107564209	107564587	107564676
5558	"ENSG00000288558"	"DUS4L-BCAP29"	chr7	+	107563970	107564676	107563970	107564247	107564587	107564676
5559	"ENSG00000012124"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332546	35332924
5560	"ENSG00000012124"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332552	35332924
5561	"ENSG00000012124"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332577	35332924
5562	"ENSG00000012124"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332593	35332924
5563	"ENSG00000012124"	"CD22"	chr19	+	35332018	35332924	35332018	35332074	35332652	35332924
5564	"ENSG00000088038"	"CNOT3"	chr19	+	54143659	54144134	54143659	54143749	54144005	54144134
5565	"ENSG00000088038"	"CNOT3"	chr19	+	54153714	54155680	54153714	54153840	54155308	54155680
5566	"ENSG00000227676"	"LINC01068"	chr13	+	79570562	79571445	79570562	79570750	79571079	79571445
5567	"ENSG00000268066"	"FMR1-AS1"	chrX	-	147909430	147911817	147909430	147910995	147911377	147911817
5568	"ENSG00000268066"	"FMR1-AS1"	chrX	-	147909430	147911817	147909430	147910995	147911641	147911817
5569	"ENSG00000123191"	"ATP7B"	chr13	-	51937275	51937679	51937275	51937393	51937475	51937679
5570	"ENSG00000123191"	"ATP7B"	chr13	-	51957515	51960322	51957515	51957607	51960147	51960322
5571	"ENSG00000123191"	"ATP7B"	chr13	-	51973934	51975168	51973934	51974084	51974417	51975168
5572	"ENSG00000146802"	"TMEM168"	chr7	-	112783697	112784953	112783697	112783756	112784854	112784953
5573	"ENSG00000146802"	"TMEM168"	chr7	-	112783697	112784953	112783697	112783783	112784854	112784953
5574	"ENSG00000234520"	"AC018464.1"	chr7	-	112953281	112954768	112953281	112953751	112954602	112954768
5575	"ENSG00000234520"	"AC018464.1"	chr7	-	112953283	112954768	112953283	112953756	112954602	112954768
5576	"ENSG00000179818"	"PCBP1-AS1"	chr2	-	69996685	69996888	69996685	69996777	69996857	69996888
5577	"ENSG00000179818"	"PCBP1-AS1"	chr2	-	70048706	70051305	70048706	70050268	70051202	70051305
5578	"ENSG00000179818"	"PCBP1-AS1"	chr2	-	70049195	70051305	70049195	70050252	70051202	70051305
5579	"ENSG00000179818"	"PCBP1-AS1"	chr2	-	70085815	70086273	70085815	70085903	70086054	70086273
5580	"ENSG00000179818"	"PCBP1-AS1"	chr2	-	70085815	70086273	70085815	70085903	70086123	70086273
5581	"ENSG00000228021"	"AL158835.1"	chr10	+	125706581	125707004	125706581	125706683	125706954	125707004
5582	"ENSG00000169083"	"AR"	chrX	+	67680719	67681003	67680719	67680751	67680754	67681003
5583	"ENSG00000019144"	"PHLDB1"	chr11	+	118644071	118644691	118644071	118644174	118644646	118644691
5584	"ENSG00000042317"	"AL049834.1"	chr14	+	88427629	88429463	88427629	88427696	88429347	88429463
5585	"ENSG00000042317"	"AL049834.1"	chr14	+	88437837	88438455	88437837	88437903	88438326	88438455
5586	"ENSG00000105707"	"HPN"	chr19	+	35041721	35042522	35041721	35041872	35042452	35042522
5587	"ENSG00000105707"	"HPN"	chr19	+	35049270	35049516	35049270	35049391	35049474	35049516
5588	"ENSG00000105707"	"HPN"	chr19	+	35059672	35059996	35059672	35059802	35059873	35059996
5589	"ENSG00000105707"	"HPN"	chr19	+	35065867	35066558	35065867	35066032	35066248	35066558
5590	"ENSG00000154438"	"ASZ1"	chr7	-	117367351	117368717	117367351	117367465	117368611	117368717
5591	"ENSG00000197694"	"SPTAN1"	chr9	+	128598962	128600115	128598962	128598986	128600079	128600115
5592	"ENSG00000134905"	"CARS2"	chr13	-	110642314	110644182	110642314	110642521	110644064	110644182
